filing_id,filing_date,transaction_date,ticker,insider_name,insider_title,transaction_type,shares_transacted,price_per_share,transaction_value,shares_owned_after,ownership_type,filing_delay_days
2575,2024-03-22,2024-03-19,MAVT,Insider_MAVT_0,Director,P-Purchase,2900,2.15,6231.61,69437,Direct,3
3769,2024-03-22,2024-03-21,CTDS,Insider_CTDS_0,VP,S-Sale,16662,6.79,113133.95,0,Direct,1
5257,2024-03-25,2024-03-23,NRZI,Insider_NRZI_3,SVP,S-Sale,8638,28.48,246030.46,3146,Indirect,2
1527,2024-03-25,2024-03-24,OYW,Insider_OYW_0,Director,S-Sale,28492,5.24,149336.19,0,Trust,1
1309,2024-03-25,2024-03-23,YCES,Insider_YCES_3,CFO,S-Sale,12721,17.25,219457.86,0,Indirect,2
4485,2024-03-26,2024-03-22,NBKS,Insider_NBKS_6,Director,S-Sale,3681,10.4,38264.14,2459,Direct,4
2761,2024-03-26,2024-03-22,ZWZ,Insider_ZWZ_2,General Counsel,S-Sale,190679,8.26,1574467.43,0,Direct,4
7447,2024-03-26,2024-03-23,CAAH,Insider_CAAH_5,10% Owner,P-Purchase,196,30.08,5895.05,31817,Direct,3
4871,2024-03-26,2024-03-22,KKP,Insider_KKP_6,COO,P-Purchase,26220,22.46,588782.49,33678,Direct,4
525,2024-03-26,2024-03-25,HGC,Insider_HGC_9,10% Owner,S-Sale,54374,83.1,4518630.53,0,Indirect,1
1869,2024-03-26,2024-03-23,ISL,Insider_ISL_4,SVP,P-Purchase,18151,28.66,520120.68,27622,Direct,3
5725,2024-03-27,2024-03-25,LHOC,Insider_LHOC_0,Controller,S-Sale,6724,14.49,97416.8,10016,Direct,2
3182,2024-03-28,2024-03-26,JZSG,Insider_JZSG_0,10% Owner,S-Sale,1355,19.91,26973.55,1367,Direct,2
3255,2024-03-28,2024-03-26,NRZI,Insider_NRZI_0,VP,S-Sale,7872,27.08,213173.62,37132,Direct,2
3916,2024-03-28,2024-03-27,CYR,Insider_CYR_0,Director,P-Purchase,914,5.69,5203.02,55930,Trust,1
1720,2024-03-28,2024-03-26,EFCU,Insider_EFCU_2,10% Owner,S-Sale,52983,6.82,361534.61,0,Indirect,2
7083,2024-03-28,2024-03-24,CQCP,Insider_CQCP_0,10% Owner,P-Purchase,205,66.63,13660.14,5066,Direct,4
5319,2024-03-29,2024-03-29,TXLR,Insider_TXLR_4,CFO,S-Sale,9224,12.65,116714.26,75289,Direct,0
7096,2024-03-29,2024-03-27,EXQN,Insider_EXQN_2,10% Owner,S-Sale,131,11.67,1529.11,17019,Direct,2
947,2024-03-29,2024-03-27,SRC,Insider_SRC_3,CTO,P-Purchase,2347,27.94,65582.1,4067,Direct,2
2796,2024-03-29,2024-03-27,HGZZ,Insider_HGZZ_0,SVP,S-Sale,4726,26.23,123986.58,16791,Direct,2
920,2024-03-29,2024-03-24,HGC,Insider_HGC_1,CEO,P-Purchase,7950,77.66,617364.27,36257,Direct,5
488,2024-04-01,2024-03-31,OSBT,Insider_OSBT_2,Director,S-Sale,192,13.26,2546.01,13680,Direct,1
591,2024-04-01,2024-03-31,TYDJ,Insider_TYDJ_5,CFO,S-Sale,23385,18.12,423754.36,16990,Direct,1
2815,2024-04-01,2024-04-01,CCAE,Insider_CCAE_2,General Counsel,P-Purchase,3549,13.88,49266.51,93266,Direct,0
1216,2024-04-01,2024-03-29,JQTX,Insider_JQTX_7,VP,P-Purchase,6289,30.87,194111.12,70168,Trust,3
2626,2024-04-01,2024-03-22,ELQW,Insider_ELQW_1,10% Owner,P-Purchase,4049,29.8,120647.82,7929,Trust,10
3425,2024-04-03,2024-04-01,UWI,Insider_UWI_0,General Counsel,S-Sale,49594,27.78,1377770.91,89483,Direct,2
2239,2024-04-03,2024-04-03,NCF,Insider_NCF_1,Director,S-Sale,78994,56.88,4493422.91,0,Direct,0
2080,2024-04-03,2024-04-02,JZSG,Insider_JZSG_5,SVP,P-Purchase,597,15.05,8984.18,2617,Indirect,1
6161,2024-04-03,2024-04-01,PSD,Insider_PSD_1,VP,S-Sale,712,19.47,13861.5,246233,Direct,2
3325,2024-04-04,2024-04-02,KDMG,Insider_KDMG_4,Director,S-Sale,409,17.15,7015.02,4020,Direct,2
4319,2024-04-04,2024-04-03,AHQ,Insider_AHQ_4,Controller,P-Purchase,19088,7.96,152009.04,31031,Direct,1
7939,2024-04-04,2024-04-03,KDMG,Insider_KDMG_2,Controller,S-Sale,2865,16.38,46942.7,3210,Indirect,1
2433,2024-04-04,2024-04-01,YGMU,Insider_YGMU_1,Director,S-Sale,300,44.56,13368.96,49768,Indirect,3
3764,2024-04-05,2024-04-02,JPO,Insider_JPO_3,Director,P-Purchase,2089,5.14,10741.77,11440,Direct,3
1192,2024-04-05,2024-04-04,BFRB,Insider_BFRB_3,COO,P-Purchase,3020,3.61,10892.22,30325,Direct,1
6236,2024-04-05,2024-04-04,LMLN,Insider_LMLN_5,General Counsel,S-Sale,7079,5.44,38488.35,39879,Direct,1
1510,2024-04-05,2024-04-05,UFA,Insider_UFA_0,CTO,P-Purchase,1324,7.67,10149.28,29760,Indirect,0
225,2024-04-05,2024-04-04,EDBT,Insider_EDBT_0,SVP,S-Sale,10820,13.23,143147.78,0,Direct,1
4031,2024-04-08,2024-04-05,BAPW,Insider_BAPW_0,SVP,S-Sale,1385,37.33,51708.02,7555,Direct,3
1230,2024-04-09,2024-04-07,BTO,Insider_BTO_0,10% Owner,S-Sale,66020,12.48,823973.6,0,Direct,2
2426,2024-04-09,2024-04-07,OSLW,Insider_OSLW_4,CFO,S-Sale,4720,21.8,102897.91,46170,Trust,2
6818,2024-04-09,2024-04-06,KDMG,Insider_KDMG_4,Director,P-Purchase,7278,12.49,90931.73,19298,Direct,3
1754,2024-04-09,2024-04-07,TXLR,Insider_TXLR_8,10% Owner,P-Purchase,19013,6.21,118146.2,48256,Direct,2
3619,2024-04-10,2024-04-09,APGE,Insider_APGE_1,Director,P-Purchase,1186,8.62,10220.92,5537,Indirect,1
3522,2024-04-10,2024-04-09,BFRB,Insider_BFRB_2,CTO,S-Sale,4643,2.91,13515.91,66488,Direct,1
1617,2024-04-10,2024-04-08,ZVLY,Insider_ZVLY_0,Director,S-Sale,636,21.58,13727.69,7895,Direct,2
4910,2024-04-10,2024-04-08,NRZI,Insider_NRZI_0,VP,S-Sale,1254,33.62,42158.88,685,Direct,2
5234,2024-04-10,2024-04-10,CRZS,Insider_CRZS_1,COO,P-Purchase,8657,18.25,157949.74,22228,Direct,0
2274,2024-04-10,2024-04-10,VKEA,Insider_VKEA_1,Director,P-Purchase,434,8.02,3482.76,4470,Direct,0
7928,2024-04-10,2024-04-10,OYV,Insider_OYV_0,CTO,S-Sale,25586,7.42,189815.27,0,Direct,0
2332,2024-04-10,2024-04-10,FUB,Insider_FUB_9,Director,P-Purchase,324,6.7,2171.7,6493,Direct,0
6498,2024-04-10,2024-04-06,DMT,Insider_DMT_2,Director,S-Sale,73653,27.18,2002245.73,0,Direct,4
2500,2024-04-10,2024-04-07,MOUP,Insider_MOUP_0,COO,P-Purchase,2971,10.4,30907.12,6763,Direct,3
587,2024-04-10,2024-04-05,VPYH,Insider_VPYH_1,SVP,S-Sale,817,3.72,3042.49,15769,Direct,5
5147,2024-04-11,2024-04-10,YTQB,Insider_YTQB_2,Director,S-Sale,18266,1.97,35922.84,73926,Trust,1
4464,2024-04-11,2024-04-08,PAIF,Insider_PAIF_8,CEO,S-Sale,416,3.33,1386.93,12355,Direct,3
4165,2024-04-11,2024-04-10,MTO,Insider_MTO_5,CEO,S-Sale,2173,73.1,158840.16,6620,Direct,1
3231,2024-04-11,2024-04-09,MOUP,Insider_MOUP_5,Controller,S-Sale,3300,4.58,15126.65,55565,Direct,2
7014,2024-04-11,2024-04-01,RZLB,Insider_RZLB_5,CEO,S-Sale,100,44.54,4453.83,32700,Direct,10
4460,2024-04-11,2024-04-09,GYQ,Insider_GYQ_3,SVP,S-Sale,3469,11.98,41567.24,8504,Direct,2
457,2024-04-12,2024-04-05,SQD,Insider_SQD_3,SVP,S-Sale,317,16.64,5275.1,46404,Direct,7
2757,2024-04-12,2024-04-11,TOOX,Insider_TOOX_5,Director,S-Sale,14383,3.38,48619.87,54059,Indirect,1
6832,2024-04-12,2024-04-11,ELQW,Insider_ELQW_2,Director,S-Sale,7109,15.56,110608.19,0,Direct,1
6644,2024-04-15,2024-04-05,TKQH,Insider_TKQH_1,VP,S-Sale,403,12.01,4840.95,28504,Direct,10
7362,2024-04-15,2024-04-05,CCAE,Insider_CCAE_0,Controller,S-Sale,13544,31.38,424963.81,0,Direct,10
7328,2024-04-16,2024-04-15,CAAH,Insider_CAAH_1,COO,S-Sale,17954,27.11,486704.75,25518,Indirect,1
4882,2024-04-16,2024-04-15,UPMR,Insider_UPMR_4,10% Owner,S-Sale,9202,11.18,102918.85,38696,Trust,1
1612,2024-04-16,2024-04-15,ZNXS,Insider_ZNXS_2,Director,S-Sale,504,6.28,3162.64,969,Indirect,1
3537,2024-04-16,2024-04-13,OWNK,Insider_OWNK_2,CEO,P-Purchase,8644,26.81,231723.85,9971,Direct,3
6891,2024-04-16,2024-04-11,SYZV,Insider_SYZV_2,CTO,P-Purchase,15251,8.69,132507.4,33874,Trust,5
7977,2024-04-17,2024-04-16,URM,Insider_URM_1,Director,S-Sale,672,8.66,5822.21,208465,Trust,1
6025,2024-04-17,2024-04-17,AASK,Insider_AASK_6,CEO,S-Sale,652,25.84,16846.32,66835,Direct,0
426,2024-04-17,2024-04-15,MMRZ,Insider_MMRZ_0,Director,S-Sale,9826,10.91,107241.98,72106,Direct,2
6516,2024-04-17,2024-04-16,TPYV,Insider_TPYV_3,Director,P-Purchase,699,12.51,8742.96,12446,Direct,1
3238,2024-04-18,2024-04-15,VPYH,Insider_VPYH_2,COO,S-Sale,132210,6.5,859311.29,0,Indirect,3
4504,2024-04-18,2024-04-13,PWBQ,Insider_PWBQ_0,VP,S-Sale,4811,10.87,52316.73,0,Direct,5
3293,2024-04-19,2024-04-16,OQKU,Insider_OQKU_4,CEO,S-Sale,14200,62.5,887566.38,23279,Direct,3
2112,2024-04-19,2024-04-17,BOHH,Insider_BOHH_0,VP,S-Sale,32362,54.53,1764843.2,0,Direct,2
7937,2024-04-19,2024-04-09,PWBQ,Insider_PWBQ_4,Director,S-Sale,10649,9.11,97019.28,39802,Direct,10
3946,2024-04-22,2024-04-17,HGZZ,Insider_HGZZ_2,Controller,P-Purchase,1257,38.91,48910.77,14100,Direct,5
3614,2024-04-22,2024-04-22,KVP,Insider_KVP_3,Controller,S-Sale,41028,13.92,570989.12,0,Direct,0
923,2024-04-22,2024-04-20,NCA,Insider_NCA_6,Controller,S-Sale,5141,16.63,85487.69,186771,Direct,2
6999,2024-04-23,2024-04-22,VBJ,Insider_VBJ_6,Director,S-Sale,1647,2.75,4532.14,28958,Direct,1
563,2024-04-23,2024-04-21,IGRD,Insider_IGRD_0,CTO,S-Sale,370,3.66,1353.83,67732,Direct,2
3760,2024-04-23,2024-04-22,BULZ,Insider_BULZ_2,VP,S-Sale,2983,5.9,17598.83,30480,Trust,1
7037,2024-04-23,2024-04-22,HGZZ,Insider_HGZZ_3,CEO,S-Sale,1396,40.39,56388.32,21788,Direct,1
2420,2024-04-23,2024-04-21,GQT,Insider_GQT_8,SVP,S-Sale,2741,34.39,94261.5,28877,Direct,2
4801,2024-04-23,2024-04-21,JZL,Insider_JZL_2,Controller,S-Sale,7742,10.2,79005.08,0,Direct,2
5971,2024-04-24,2024-04-20,JWZ,Insider_JWZ_2,Controller,S-Sale,185286,19.32,3578955.67,0,Indirect,4
3524,2024-04-24,2024-04-23,ZSZ,Insider_ZSZ_4,General Counsel,S-Sale,90788,4.12,374246.19,0,Direct,1
852,2024-04-24,2024-04-22,VBJ,Insider_VBJ_2,Controller,S-Sale,4580,2.35,10741.59,4176,Direct,2
7562,2024-04-25,2024-04-24,JQTX,Insider_JQTX_0,Director,P-Purchase,7150,41.12,294041.51,117840,Direct,1
1186,2024-04-25,2024-04-23,GNZE,Insider_GNZE_2,Director,P-Purchase,3632,2.23,8100.85,23749,Indirect,2
6027,2024-04-25,2024-04-23,YCIQ,Insider_YCIQ_0,Controller,P-Purchase,166,10.07,1672.3,50504,Direct,2
5991,2024-04-26,2024-04-25,WDWK,Insider_WDWK_4,VP,P-Purchase,4404,36.33,160002.61,10714,Indirect,1
3467,2024-04-26,2024-04-24,UPMR,Insider_UPMR_3,SVP,S-Sale,6312,7.84,49495.79,10547,Trust,2
7750,2024-04-26,2024-04-19,JQTX,Insider_JQTX_0,Director,P-Purchase,20472,36.36,744324.23,21531,Direct,7
6797,2024-04-29,2024-04-28,QFX,Insider_QFX_0,CTO,S-Sale,3696,2.01,7432.24,79193,Direct,1
2531,2024-04-29,2024-04-28,NBKS,Insider_NBKS_2,Director,S-Sale,1566,8.46,13249.58,19569,Direct,1
6497,2024-04-30,2024-04-27,OMA,Insider_OMA_4,Director,P-Purchase,237,15.17,3595.05,4402,Indirect,3
4095,2024-04-30,2024-04-28,YYR,Insider_YYR_2,Director,S-Sale,2389,29.64,70812.97,282,Direct,2
4654,2024-04-30,2024-04-28,XQQ,Insider_XQQ_4,10% Owner,P-Purchase,1771,6.47,11463.88,60041,Trust,2
6449,2024-05-01,2024-04-29,TKQH,Insider_TKQH_9,10% Owner,S-Sale,1563,4.25,6639.77,21158,Indirect,2
5286,2024-05-01,2024-04-27,EFS,Insider_EFS_4,Director,S-Sale,4572,4.63,21184.84,30384,Direct,4
1029,2024-05-01,2024-05-01,CQCP,Insider_CQCP_3,General Counsel,S-Sale,480,94.52,45367.21,205898,Direct,0
1595,2024-05-02,2024-04-29,DNP,Insider_DNP_1,Director,S-Sale,10222,27.99,286069.71,21494,Direct,3
342,2024-05-02,2024-04-29,TKQH,Insider_TKQH_2,CEO,S-Sale,84567,6.76,571564.08,0,Direct,3
2058,2024-05-02,2024-05-01,HGRH,Insider_HGRH_2,Director,S-Sale,5051,6.32,31939.65,27294,Direct,1
6824,2024-05-02,2024-04-30,UEJJ,Insider_UEJJ_2,VP,S-Sale,126,5.74,722.89,2019,Direct,2
1190,2024-05-03,2024-05-01,AASK,Insider_AASK_5,COO,S-Sale,1252,20.67,25876.76,24217,Trust,2
3185,2024-05-03,2024-05-01,ERJ,Insider_ERJ_4,General Counsel,S-Sale,3874,7.14,27669.45,29696,Direct,2
214,2024-05-03,2024-05-03,OQKU,Insider_OQKU_1,Controller,S-Sale,2491,61.33,152782.67,156429,Direct,0
7698,2024-05-03,2024-04-30,YGMU,Insider_YGMU_2,VP,S-Sale,1000,32.33,32326.0,1548,Indirect,3
4584,2024-05-03,2024-05-01,JBZ,Insider_JBZ_4,General Counsel,S-Sale,728,6.41,4665.61,40241,Indirect,2
7789,2024-05-03,2024-05-01,FGNM,Insider_FGNM_0,SVP,S-Sale,2529,13.58,34333.8,5033,Direct,2
3119,2024-05-06,2024-05-04,JPHF,Insider_JPHF_3,CFO,S-Sale,2661,8.47,22536.65,25231,Direct,2
2727,2024-05-06,2024-05-03,CCAE,Insider_CCAE_4,Director,S-Sale,9787,22.29,218106.1,3996,Trust,3
5533,2024-05-06,2024-05-04,DMT,Insider_DMT_4,Controller,S-Sale,3552,26.28,93333.19,2449,Direct,2
6101,2024-05-06,2024-05-04,OBBW,Insider_OBBW_0,10% Owner,S-Sale,899,2.06,1856.21,215733,Indirect,2
3678,2024-05-06,2024-05-06,AXOW,Insider_AXOW_7,COO,S-Sale,139,20.72,2880.24,1559,Direct,0
3149,2024-05-06,2024-05-05,ROV,Insider_ROV_0,VP,S-Sale,9818,20.81,204303.48,0,Trust,1
1421,2024-05-07,2024-05-06,XEMD,Insider_XEMD_0,CEO,S-Sale,15107,26.02,393029.15,0,Direct,1
1611,2024-05-07,2024-05-02,XDYU,Insider_XDYU_9,VP,S-Sale,3723,11.7,43555.58,16620,Direct,5
5121,2024-05-07,2024-04-30,OQKU,Insider_OQKU_4,CEO,S-Sale,6390,57.35,366454.56,15950,Trust,7
7006,2024-05-08,2024-05-07,JPO,Insider_JPO_0,Director,S-Sale,24475,5.69,139251.1,0,Direct,1
7042,2024-05-08,2024-05-06,BSIG,Insider_BSIG_1,CEO,P-Purchase,2461,81.2,199841.61,57095,Trust,2
6049,2024-05-09,2024-05-08,LLEG,Insider_LLEG_6,VP,S-Sale,3444,28.22,97188.26,175665,Direct,1
5610,2024-05-09,2024-05-04,DMT,Insider_DMT_2,Director,S-Sale,1219,17.72,21595.74,5810,Direct,5
7900,2024-05-09,2024-05-07,AZZA,Insider_AZZA_7,General Counsel,S-Sale,26980,8.18,220756.84,16348,Direct,2
6230,2024-05-09,2024-05-09,OWO,Insider_OWO_0,Director,S-Sale,959265,3.97,3808152.11,0,Indirect,0
7259,2024-05-09,2024-05-07,CCAE,Insider_CCAE_4,Director,S-Sale,3508,18.93,66411.04,0,Direct,2
7997,2024-05-09,2024-05-04,IGRD,Insider_IGRD_3,Director,S-Sale,1017,7.6,7731.67,17025,Indirect,5
187,2024-05-09,2024-05-05,UPT,Insider_UPT_2,SVP,P-Purchase,2182,2.13,4649.96,39169,Direct,4
7639,2024-05-09,2024-05-08,EDBT,Insider_EDBT_1,Director,S-Sale,1606,31.85,51144.95,10361,Direct,1
70,2024-05-10,2024-05-09,XZYM,Insider_XZYM_4,CEO,S-Sale,472,18.58,8770.45,31853,Direct,1
1004,2024-05-10,2024-05-07,TOOX,Insider_TOOX_3,10% Owner,S-Sale,2065,5.29,10922.44,18399,Trust,3
7767,2024-05-10,2024-05-07,NPNL,Insider_NPNL_6,SVP,S-Sale,8648,7.59,65646.27,960833,Direct,3
6157,2024-05-10,2024-05-07,HIGA,Insider_HIGA_4,General Counsel,S-Sale,387,2.5,966.34,27439,Direct,3
2832,2024-05-10,2024-05-08,ZJMS,Insider_ZJMS_5,CTO,S-Sale,9618,14.04,135048.8,0,Trust,2
3300,2024-05-14,2024-05-11,LHOC,Insider_LHOC_3,CFO,S-Sale,476,18.86,8978.54,17934,Direct,3
5175,2024-05-14,2024-05-07,FHI,Insider_FHI_0,VP,S-Sale,1321,23.89,31556.7,0,Direct,7
3381,2024-05-14,2024-05-11,WNGI,Insider_WNGI_9,10% Owner,S-Sale,1131,18.69,21135.29,4599,Trust,3
7405,2024-05-14,2024-05-11,QZTL,Insider_QZTL_1,10% Owner,S-Sale,100,13.73,1372.65,362021,Direct,3
7832,2024-05-15,2024-05-13,FUB,Insider_FUB_3,Director,S-Sale,543,6.64,3603.52,9544,Direct,2
6693,2024-05-15,2024-05-13,BFRB,Insider_BFRB_0,CEO,P-Purchase,1978,4.75,9403.22,242379,Direct,2
5803,2024-05-15,2024-05-12,FVJ,Insider_FVJ_8,General Counsel,S-Sale,5185,10.25,53133.74,14029,Trust,3
1879,2024-05-15,2024-05-13,CAAH,Insider_CAAH_3,Director,P-Purchase,482,19.98,9632.36,8715,Direct,2
1581,2024-05-15,2024-05-12,UFA,Insider_UFA_2,Controller,S-Sale,6915,7.4,51140.43,0,Trust,3
675,2024-05-16,2024-05-13,SRC,Insider_SRC_7,General Counsel,S-Sale,1030294,45.53,46907504.35,0,Direct,3
117,2024-05-16,2024-05-11,DRHD,Insider_DRHD_0,10% Owner,S-Sale,42729,3.91,166995.91,0,Direct,5
3674,2024-05-16,2024-05-15,OYW,Insider_OYW_4,CEO,S-Sale,14445,8.34,120535.74,467330,Direct,1
7116,2024-05-16,2024-05-13,UWI,Insider_UWI_2,VP,S-Sale,264,44.44,11732.92,12079,Direct,3
2381,2024-05-16,2024-05-13,AXOW,Insider_AXOW_1,10% Owner,S-Sale,920,13.48,12397.05,3959,Indirect,3
7981,2024-05-16,2024-05-15,AASK,Insider_AASK_5,COO,S-Sale,15013,24.94,374384.18,0,Direct,1
6894,2024-05-16,2024-05-15,OQKU,Insider_OQKU_3,SVP,S-Sale,273342,69.3,18943311.7,0,Indirect,1
5355,2024-05-17,2024-05-14,TPYV,Insider_TPYV_0,VP,S-Sale,6306,5.62,35469.01,73701,Indirect,3
1411,2024-05-17,2024-05-13,ZSZ,Insider_ZSZ_1,Director,P-Purchase,603,4.45,2685.44,73002,Direct,4
1855,2024-05-20,2024-05-13,ZHZ,Insider_ZHZ_0,CFO,P-Purchase,526,9.95,5231.37,10593,Direct,7
5349,2024-05-20,2024-05-18,BFRB,Insider_BFRB_2,CTO,S-Sale,5382,2.97,15982.24,18850,Direct,2
1065,2024-05-20,2024-05-10,CVU,Insider_CVU_0,CTO,S-Sale,1712,112.02,191772.68,38672,Indirect,10
7946,2024-05-20,2024-05-16,ASJL,Insider_ASJL_4,General Counsel,P-Purchase,1908,24.36,46472.66,134897,Direct,4
7791,2024-05-20,2024-05-19,TMP,Insider_TMP_2,10% Owner,P-Purchase,536,11.2,6002.42,51977,Direct,1
2245,2024-05-21,2024-05-20,VQTJ,Insider_VQTJ_3,VP,S-Sale,50608,10.08,510003.18,0,Direct,1
393,2024-05-21,2024-05-18,MRZF,Insider_MRZF_3,VP,S-Sale,274,10.43,2857.17,28165,Indirect,3
2509,2024-05-22,2024-05-21,YTMI,Insider_YTMI_0,VP,S-Sale,2076,20.94,43477.76,12504,Indirect,1
3627,2024-05-22,2024-05-21,TPYV,Insider_TPYV_4,Director,P-Purchase,609,5.52,3364.02,1896,Indirect,1
114,2024-05-22,2024-05-19,GZSW,Insider_GZSW_2,General Counsel,S-Sale,1239,42.8,53035.32,25845,Direct,3
1465,2024-05-22,2024-05-20,NCF,Insider_NCF_2,Director,P-Purchase,933,43.06,40177.06,134313,Direct,2
3691,2024-05-22,2024-05-20,KKP,Insider_KKP_6,COO,S-Sale,2390,12.99,31036.57,86803,Direct,2
7248,2024-05-22,2024-05-22,XEC,Insider_XEC_0,Director,S-Sale,45001,6.57,295709.39,0,Direct,0
6957,2024-05-23,2024-05-22,RBV,Insider_RBV_1,COO,S-Sale,43681,4.4,192376.4,0,Direct,1
2090,2024-05-23,2024-05-21,AIKV,Insider_AIKV_1,10% Owner,P-Purchase,1312,2.11,2774.39,4604,Indirect,2
3618,2024-05-23,2024-05-18,DMT,Insider_DMT_4,Controller,S-Sale,1750,24.05,42086.77,7415,Direct,5
3958,2024-05-24,2024-05-24,LMLN,Insider_LMLN_5,General Counsel,S-Sale,161,9.25,1489.81,71031,Direct,0
3907,2024-05-24,2024-05-22,EOQ,Insider_EOQ_5,CEO,S-Sale,2651,36.99,98067.95,18210,Direct,2
62,2024-05-24,2024-05-20,ZREI,Insider_ZREI_4,SVP,P-Purchase,172,25.83,4442.0,27048,Trust,4
3723,2024-05-24,2024-05-21,OWNK,Insider_OWNK_2,CEO,S-Sale,10424,29.54,307963.41,0,Direct,3
2452,2024-05-24,2024-05-24,GYM,Insider_GYM_1,CFO,S-Sale,4998,31.85,159183.82,23566,Direct,0
2941,2024-05-27,2024-05-27,AOA,Insider_AOA_1,General Counsel,S-Sale,5080,7.07,35935.89,16908,Direct,0
2776,2024-05-27,2024-05-25,VKEA,Insider_VKEA_0,SVP,S-Sale,24226,6.1,147758.64,0,Direct,2
5760,2024-05-27,2024-05-26,YGMU,Insider_YGMU_0,10% Owner,S-Sale,7367,21.27,156688.24,18024,Indirect,1
2118,2024-05-27,2024-05-24,LLEG,Insider_LLEG_0,CFO,S-Sale,9518,27.31,259955.68,0,Trust,3
5678,2024-05-27,2024-05-26,OSLW,Insider_OSLW_2,SVP,P-Purchase,284,17.71,5028.22,7276,Indirect,1
4625,2024-05-27,2024-05-20,AZZA,Insider_AZZA_6,Director,S-Sale,8637,13.18,113875.53,0,Direct,7
2958,2024-05-28,2024-05-24,YYR,Insider_YYR_7,CFO,P-Purchase,11916,32.44,386520.86,16595,Direct,4
1456,2024-05-28,2024-05-25,AEWZ,Insider_AEWZ_1,VP,S-Sale,6313,15.55,98157.01,0,Direct,3
4206,2024-05-28,2024-05-25,LMLN,Insider_LMLN_1,CFO,P-Purchase,2056,7.57,15559.68,5723,Direct,3
4482,2024-05-28,2024-05-27,EVY,Insider_EVY_3,VP,S-Sale,5895,8.64,50943.42,6299,Direct,1
2581,2024-05-28,2024-05-26,NWY,Insider_NWY_7,CTO,P-Purchase,10011,11.94,119529.02,16454,Indirect,2
5823,2024-05-28,2024-05-28,OAU,Insider_OAU_2,Director,P-Purchase,3687,7.8,28771.28,10549,Direct,0
6169,2024-05-28,2024-05-21,HGZZ,Insider_HGZZ_7,Director,S-Sale,1888,34.17,64510.66,32277,Indirect,7
5560,2024-05-28,2024-05-23,NCF,Insider_NCF_2,Director,P-Purchase,8547,66.09,564831.47,184314,Direct,5
6493,2024-05-28,2024-05-26,VQI,Insider_VQI_4,Director,S-Sale,1001,17.16,17176.19,5399,Direct,2
3649,2024-05-28,2024-05-27,AIKV,Insider_AIKV_1,10% Owner,S-Sale,23249,2.64,61443.45,0,Direct,1
423,2024-05-29,2024-05-25,KKRO,Insider_KKRO_0,10% Owner,S-Sale,9588,10.47,100355.62,0,Direct,4
6590,2024-05-29,2024-05-24,CCAE,Insider_CCAE_2,General Counsel,P-Purchase,275,23.11,6354.93,2849,Trust,5
7685,2024-05-29,2024-05-19,VCAC,Insider_VCAC_0,CTO,S-Sale,4783,14.75,70536.03,140321,Direct,10
1322,2024-05-29,2024-05-22,RME,Insider_RME_6,CEO,S-Sale,196194,3.81,747870.1,0,Direct,7
6290,2024-05-29,2024-05-27,PUEC,Insider_PUEC_2,SVP,S-Sale,1845,2.96,5459.92,151203,Trust,2
3301,2024-05-30,2024-05-30,KVP,Insider_KVP_4,General Counsel,P-Purchase,7183,17.85,128187.61,30627,Direct,0
3470,2024-05-31,2024-05-29,FGNM,Insider_FGNM_7,VP,S-Sale,6266,27.08,169683.22,0,Direct,2
4002,2024-05-31,2024-05-29,TXLR,Insider_TXLR_9,10% Owner,S-Sale,2108,7.38,15567.12,4280,Direct,2
6289,2024-05-31,2024-05-28,LEEW,Insider_LEEW_8,CTO,P-Purchase,608,6.59,4005.36,9689,Indirect,3
620,2024-06-03,2024-06-02,JPO,Insider_JPO_2,Director,P-Purchase,301,6.18,1860.23,23470,Direct,1
7873,2024-06-03,2024-05-31,SRC,Insider_SRC_4,Director,S-Sale,1111,27.65,30718.59,204909,Direct,3
3332,2024-06-03,2024-06-02,KKP,Insider_KKP_0,CEO,S-Sale,12896,7.84,101142.53,10043,Direct,1
7693,2024-06-04,2024-05-28,BCQ,Insider_BCQ_3,10% Owner,S-Sale,4818,5.69,27415.12,0,Direct,7
318,2024-06-04,2024-05-28,ELQW,Insider_ELQW_4,CTO,P-Purchase,10395,28.88,300179.84,1018938,Indirect,7
6528,2024-06-04,2024-05-31,YROI,Insider_YROI_2,Director,S-Sale,38405,7.82,300159.1,109037,Direct,4
3668,2024-06-04,2024-06-03,NCF,Insider_NCF_1,Director,S-Sale,216,49.39,10668.19,20368,Trust,1
1258,2024-06-05,2024-06-04,VXI,Insider_VXI_2,General Counsel,P-Purchase,13068,14.12,184551.13,24590,Direct,1
7813,2024-06-05,2024-06-03,KPQ,Insider_KPQ_2,Director,P-Purchase,29470,25.46,750399.59,43789,Indirect,2
4254,2024-06-06,2024-06-03,FGNM,Insider_FGNM_0,SVP,P-Purchase,9705,19.81,192223.68,19272,Direct,3
6400,2024-06-06,2024-06-01,APGE,Insider_APGE_2,Director,S-Sale,539,18.22,9817.97,94445,Direct,5
61,2024-06-06,2024-06-02,CQCP,Insider_CQCP_5,VP,S-Sale,3614,71.64,258914.49,17542,Direct,4
4278,2024-06-06,2024-06-05,GQT,Insider_GQT_2,Controller,S-Sale,15905,51.16,813757.75,15604,Direct,1
6915,2024-06-06,2024-06-03,PAIF,Insider_PAIF_0,CFO,P-Purchase,1664,3.19,5306.06,33348,Trust,3
